pl_name;Nombre_etoile;Nombre_planete;Méthode ;Orbite;Rayon;Masse terrienne;Eccentricité;Insolation;pl_eqt;Inclinaison;Température_etoile;Masse_etoile;Luminosité;Distance
LHS 1678 d;2;3;Transit;4.96522290;0.981;;0.036000;9.10;;88.310;3490.00;0.34;-1.839;19.8782000
LHS 1815 b;1;1;Transit;3.81433000;1.088;8.70000;0.000000;;617;88.125;3643.00;0.50;-1.387;29.8424000
LHS 1815 b;1;1;Transit;3.81429070;;;;;;;3643.00;0.50;-1.387;29.8424000
LHS 1815 b;1;1;Transit;3.81430090;1.115;;;26.37;578;;3625.00;;;29.8424000
LHS 1815 b;1;1;Transit;3.81433400;1.088;1.58000;0.000000;;;;3643.00;0.50;-1.387;29.8424000
LHS 3154 b;1;1;Radial Velocity;3.71778000;;;0.076000;;;;2861.00;0.11;-2.721;15.7606000
LHS 3844 b;1;1;Transit;0.46292913;1.303;;;70.10;805;88.500;3036.00;0.15;-2.565;14.8846000
LHS 3844 b;1;1;Transit;0.46288441;1.354;;;64.72;723;;3043.00;;;14.8846000
LHS 3844 b;1;1;Transit;0.46292964;;;;;;88.500;3036.00;0.15;-2.565;14.8846000
LHS 3844 b;1;1;Transit;0.46292960;;;;;;;3036.00;0.15;-2.565;14.8846000
LHS 475 b;1;1;Transit;2.02908800;0.991;;;;586;87.194;3300.00;0.26;;12.4814000
LHS 475 b;1;1;Transit;2.02910665;1.041;;;22.07;553;;3194.00;;;12.4814000
LHS 475 b;1;1;Transit;2.02910100;0.975;;0.000000;20.80;587;87.380;3289.00;0.27;-2.064;12.4814000
LP 714-47 b;1;1;Transit;4.05203400;;;;;;;3950.00;0.59;-1.125;52.6160000
LP 714-47 b;1;1;Transit;4.05203700;4.700;30.80000;0.040000;;700;87.300;3950.00;0.59;-1.125;52.6160000
LP 714-47 b;1;1;Transit;4.05203680;4.952;;;38.54;635;;3779.00;;;52.6160000
LP 714-47 b;1;1;Transit;4.05203450;;;0.040000;;;87.300;3950.00;0.59;-1.125;52.6160000
LP 791-18 b;1;3;Transit;0.94799810;1.212;;;24.14;564;88.370;2960.00;0.14;-2.638;26.4927000
LP 791-18 b;1;3;Transit;0.94800500;1.120;;0.000000;21.50;650;87.300;2960.00;0.14;-2.697;26.4927000
LP 791-18 b;1;3;Transit;0.94799454;1.193;;;20.52;543;;2940.00;;;26.4927000
LP 791-18 c;1;3;Transit;4.98990540;;;;;;89.550;2960.00;0.14;-2.697;26.4927000
LP 791-18 c;1;3;Transit;4.98990930;2.438;7.10000;0.000080;2.64;324;89.780;2960.00;0.14;-2.638;26.4927000
LP 791-18 c;1;3;Transit;4.98996300;2.310;;0.000000;2.35;370;89.550;2960.00;0.14;-2.697;26.4927000
LP 791-18 c;1;3;Transit;4.98991758;2.986;;;2.24;312;;2940.00;;;26.4927000
LP 791-18 d;1;3;Transit;2.75343600;1.032;0.90000;0.001500;5.83;396;89.340;2960.00;0.14;-2.638;26.4927000
LP 890-9 b;1;2;Transit;2.72990489;1.351;;;4.07;362;;2887.00;;;32.4298000
LP 890-9 b;1;2;Transit;2.72990250;1.320;13.20000;;4.09;396;89.670;2850.00;0.12;-2.841;32.4298000
LP 890-9 c;1;2;Transit;8.45746300;1.367;25.30000;;0.91;272;89.287;2850.00;0.12;-2.841;32.4298000
LSPM J2116+0234 b;1;1;Radial Velocity;14.43990000;;;0.183000;;;;3475.00;0.43;-1.699;17.6297000
LTT 1445 A b;3;2;Transit;5.35882000;1.380;2.20000;0.190000;;433;89.400;3337.00;0.26;;6.8692900
LTT 1445 A b;3;2;Transit;5.35877700;;;0.190000;;;89.400;3337.00;0.26;;6.8692900
LTT 1445 A b;3;2;Transit;5.35876350;1.340;2.73000;;5.70;431;89.530;;0.26;;6.8692900
LTT 1445 A b;3;2;Transit;5.35876000;1.180;;;;555;89.203;3340.00;0.26;;6.8692900
LTT 1445 A b;3;2;Transit;5.35876570;1.305;2.87000;0.110000;5.40;424;89.680;3340.00;0.26;;6.8692900
LTT 1445 A b;3;2;Transit;5.35877595;1.445;;;6.28;404;;3562.00;;;6.8692900
LTT 1445 A c;3;2;Transit;3.12390350;1.147;1.54000;0.223000;10.90;508;87.430;3340.00;0.26;;6.8692900
LTT 1445 A c;3;2;Transit;3.12389940;1.070;1.37000;;11.70;516;87.460;;0.26;;6.8692900
LTT 3780 b;2;2;Transit;0.76837931;1.325;2.46000;0.000000;111.00;903;86.100;3358.00;0.38;-1.783;21.9814000
LTT 3780 b;2;2;Transit;0.76844800;1.332;2.62000;0.000000;106.00;892;87.100;3331.00;0.40;;21.9814000
LTT 3780 b;2;2;Transit;0.76837883;1.320;2.47000;0.032000;;;;3360.00;0.38;-1.777;21.9814000
LTT 3780 b;2;2;Transit;0.76839038;1.141;;;112.64;831;;3329.00;;;21.9814000
LTT 3780 b;2;2;Transit;0.76837700;1.350;2.34000;0.064000;116.00;1000;85.900;3360.00;0.38;-1.777;21.9814000
LTT 3780 c;2;2;Transit;12.25219600;2.330;7.02000;0.030000;;;;3360.00;0.38;-1.777;21.9814000
LTT 3780 c;2;2;Transit;12.25213100;2.420;6.29000;0.115000;2.88;397;89.080;3360.00;0.38;-1.777;21.9814000
LTT 3780 c;2;2;Transit;12.25343082;2.297;;;2.81;330;;3329.00;;;21.9814000
LTT 3780 c;2;2;Transit;12.25220800;;;;;;89.180;3331.00;0.40;;21.9814000
LTT 3780 c;2;2;Transit;12.25190000;2.300;8.60000;0.060000;2.63;353;89.180;3331.00;0.40;;21.9814000
LTT 3780 c;2;2;Transit;12.25228400;2.390;8.04000;0.024000;2.76;359;88.958;3358.00;0.38;-1.783;21.9814000
LTT 9779 b;1;1;Transit;0.79206460;12.967;;;1013.69;1571;;5422.00;;;80.4373000
LTT 9779 b;1;1;Transit;0.79205200;4.720;29.32000;0.000000;;1978;76.390;5443.00;0.77;-0.149;80.4373000
LTT 9779 b;1;1;Transit;0.79206425;;;;;;76.390;5443.00;0.77;-0.149;80.4373000
LTT 9779 b;1;1;Transit;0.79206410;4.720;29.32000;0.058000;;1978;76.390;5480.00;1.02;;80.4373000
LkCa 15 b;1;2;Imaging;;;;;;;50.000;4194.00;;;158.1520000
LkCa 15 c;1;2;Imaging;;;;;;;50.000;4194.00;;;158.1520000
Luhman 16 b;1;1;Imaging;10001.00000000;;8867.41256;0.350000;;;79.500;;0.03;-4.660;
Luhman 16 b;1;1;Imaging;9697.00000000;;9344.15517;0.344000;;;79.920;;0.03;;
Lupus-TR-3 b;1;1;Transit;3.91405000;9.976;257.43100;0.000000;;;88.300;5000.00;0.87;;773.4090000
M62H b;1;1;Pulsar Timing;0.13293503;;785.03617;;;;;;1.40;;
MASCARA-1 b;1;1;Transit;2.14877381;17.901;;0.000340;;2594;88.450;7490.00;1.90;1.083;182.2730000
MASCARA-1 b;1;1;Transit;2.14878720;17.479;;;8702.29;2463;;7893.00;;;182.2730000
MASCARA-1 b;1;1;Transit;2.14878000;16.814;1175.97100;0.000000;;2570;87.000;7554.00;1.72;1.176;182.2730000
MASCARA-4 b;2;1;Transit;2.82407590;;;;;;88.500;7800.00;1.75;1.087;170.6960000
MASCARA-4 b;2;1;Transit;2.82406910;17.786;;;4913.69;2332;;8004.20;;;170.6960000
MASCARA-4 b;2;1;Transit;2.82407420;;;;;;;;;;170.6960000
MASCARA-4 b;2;1;Transit;2.82406000;17.150;985.27300;0.000000;;2100;88.500;7800.00;1.75;1.087;170.6960000
MOA-2007-BLG-192L b;1;1;Microlensing;;;3.30000;;;;;;0.06;;1000.0000000
MOA-2007-BLG-400L b;1;1;Microlensing;;;540.30829;;;;;;0.69;;6890.0000000
MOA-2007-BLG-400L b;1;1;Microlensing;;;260.00000;;;34;;;0.30;;5800.0000000
MOA-2007-BLG-400L b;1;1;Microlensing;;;540.30829;;;;;;0.69;;6890.0000000
MOA-2007-BLG-400L b;1;1;Microlensing;;;260.00000;;;103;;;0.30;;5800.0000000
MOA-2008-BLG-310L b;1;1;Microlensing;;;74.00000;;;;;;0.67;;6000.0000000
MOA-2008-BLG-310L b;1;1;Microlensing;;;23.40000;;;;;;0.21;;7700.0000000
MOA-2008-BLG-310L b;1;1;Microlensing;;;23.40000;;;;;;0.21;;7700.0000000
MOA-2008-BLG-310L b;1;1;Microlensing;;;74.00000;;;;;;0.67;;6000.0000000
MOA-2008-BLG-379L b;1;1;Microlensing;;;1300.00000;;;;;;0.56;;3300.0000000
MOA-2008-BLG-379L b;1;1;Microlensing;;;1300.00000;;;;;;0.56;;3300.0000000
MOA-2009-BLG-266L b;1;1;Microlensing;2800.00000000;;10.40000;;;;;;0.56;;3040.0000000
MOA-2009-BLG-266L b;1;1;Microlensing;2800.00000000;;10.40000;;;;;;0.56;;3040.0000000
MOA-2009-BLG-319L b;1;1;Microlensing;;;67.30000;;;;;;0.52;;7050.0000000
MOA-2009-BLG-319L b;1;1;Microlensing;;;50.00000;;;;;;0.38;;6100.0000000
MOA-2009-BLG-387L b;1;1;Microlensing;1980.00000000;;830.00000;;;;52.000;;0.19;;5690.0000000
MOA-2009-BLG-387L b;1;1;Microlensing;1980.00000000;;830.00000;;;;52.000;;0.19;;5690.0000000
MOA-2010-BLG-073L b;1;1;Microlensing;;;3500.00000;;;;;;0.16;;2800.0000000
MOA-2010-BLG-117L b;1;1;Microlensing;;;170.00000;;;;;;0.58;;3500.0000000
MOA-2010-BLG-117L b;1;1;Microlensing;;;170.00000;;;;;;0.58;;3500.0000000
MOA-2010-BLG-328L b;1;1;Microlensing;;;15.20000;;;;;;0.12;;1240.0000000
MOA-2010-BLG-328L b;1;1;Microlensing;;;9.20000;;;;;;0.11;;810.0000000
MOA-2010-BLG-328L b;1;1;Microlensing;;;109.00000;;;;;;0.64;;4600.0000000
MOA-2010-BLG-353L b;1;1;Microlensing;;;86.00000;;;;;;0.18;;6430.0000000
MOA-2010-BLG-353L b;1;1;Microlensing;;;73.00000;;;;;;0.16;;7170.0000000
MOA-2010-BLG-477L b;1;1;Microlensing;;;480.00000;;;;;5950.00;0.67;;2300.0000000
MOA-2010-BLG-477L b;1;1;Microlensing;;;480.00000;;;;;;0.67;;2300.0000000
MOA-2011-BLG-028L b;1;1;Microlensing;;;30.00000;;;;;;0.75;;7380.0000000
MOA-2011-BLG-028L b;1;1;Microlensing;;;30.00000;;;;;;0.75;;7380.0000000
MOA-2011-BLG-262L b;1;1;Microlensing;;;0.47000;;;;;;0.00;;560.0000000
MOA-2011-BLG-262L b;1;1;Microlensing;;;;;;;;;;;
MOA-2011-BLG-262L b;1;1;Microlensing;;;17.00000;;;;;;0.11;;7200.0000000
MOA-2011-BLG-262L b;1;1;Microlensing;;;;;;;;;;;
MOA-2011-BLG-291L b;1;1;Microlensing;;;27.00000;;;;;;0.22;;7000.0000000
MOA-2011-BLG-291L b;1;1;Microlensing;;;18.00000;;;;;;0.15;;8600.0000000
MOA-2011-BLG-291L b;1;1;Microlensing;;;18.00000;;;;;;0.15;;4400.0000000
MOA-2011-BLG-291L b;1;1;Microlensing;;;13.00000;;;;;;0.11;;8800.0000000
MOA-2011-BLG-291L b;1;1;Microlensing;;;16.00000;;;;;;0.13;;3500.0000000
MOA-2011-BLG-293L b;1;1;Microlensing;;;1500.00000;;;;;;0.86;;7720.0000000
MOA-2011-BLG-293L b;1;1;Microlensing;3000.00000000;;760.00000;;;;;;0.43;;7150.0000000
MOA-2011-BLG-293L b;1;1;Microlensing;3000.00000000;;760.00000;;;;;;0.43;;7150.0000000
MOA-2011-BLG-293L b;1;1;Microlensing;550.00000000;;760.00000;;;;;;0.43;;7150.0000000
MOA-2011-BLG-293L b;1;1;Microlensing;550.00000000;;760.00000;;;;;;0.43;;7150.0000000
MOA-2011-BLG-322L b;1;1;Microlensing;;;3690.00000;;;;;;0.39;;7560.0000000
MOA-2012-BLG-006L b;1;1;Microlensing;;;2700.00000;;;;;;0.49;;5300.0000000
MOA-2012-BLG-505L b;1;1;Microlensing;;;6.70000;;;;;;0.10;;7210.0000000
MOA-2012-BLG-505L b;1;1;Microlensing;;;6.70000;;;;;;0.10;;7210.0000000
MOA-2013-BLG-220L b;1;1;Microlensing;;;;;;;;;0.77;;6500.0000000
MOA-2013-BLG-220L b;1;1;Microlensing;;;871.00000;;;;;;0.88;;6720.0000000
MOA-2013-BLG-605L b;1;1;Microlensing;;;21.77000;;;;;;0.18;;3590.0000000
MOA-2013-BLG-605L b;1;1;Microlensing;;;3.23000;;;;;;0.03;;860.0000000
MOA-2013-BLG-605L b;1;1;Microlensing;;;3.24000;;;;;;0.02;;850.0000000
MOA-2013-BLG-605L b;1;1;Microlensing;;;8.28000;;;;;;0.07;;1920.0000000
MOA-2013-BLG-605L b;1;1;Microlensing;;;20.58000;;;;;;0.20;;3550.0000000
MOA-2013-BLG-605L b;1;1;Microlensing;;;7.47000;;;;;;0.06;;1760.0000000
MOA-2015-BLG-337L b;1;1;Microlensing;;;5720.00000;;;;;;0.07;;6300.0000000
MOA-2015-BLG-337L b;1;1;Microlensing;;;33.70000;;;;;;0.01;;7100.0000000
MOA-2015-BLG-337L b;1;1;Microlensing;;;33.70000;;;;;;0.01;;7100.0000000
MOA-2015-BLG-337L b;1;1;Microlensing;;;5720.00000;;;;;;0.07;;6300.0000000
MOA-2016-BLG-227L b;1;1;Microlensing;;;1500.00000;;;;;;0.50;;6900.0000000
MOA-2016-BLG-227L b;1;1;Microlensing;;;890.00000;;;;;;0.29;;6500.0000000
MOA-2016-BLG-227L b;1;1;Microlensing;;;1300.00000;;;;;;0.42;;6800.0000000
MOA-2016-BLG-227L b;1;1;Microlensing;;;1700.00000;;;;;;0.54;;7100.0000000
MOA-2016-BLG-319L b;1;1;Microlensing;;;210.00000;;;;;;0.15;;6800.0000000
MOA-2016-BLG-319L b;1;1;Microlensing;;;200.00000;;;;;;0.15;;6800.0000000
MOA-2016-BLG-526L b;1;1;Microlensing;;;5.72091;;;;;;0.37;;6910.0000000
MOA-2016-BLG-526L b;1;1;Microlensing;;;14.93794;;;;;;0.37;;6930.0000000
MOA-2016-BLG-526L b;1;1;Microlensing;;;14.30228;;;;;;0.37;;6940.0000000
MOA-2016-BLG-526L b;1;1;Microlensing;;;19.19684;;;;;;0.36;;6950.0000000
MOA-2016-BLG-526L b;1;1;Microlensing;;;21.77125;;;;;;0.37;;6920.0000000
MOA-2016-BLG-526L b;1;1;Microlensing;;;7.62788;;;;;;0.38;;6900.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;5720.91133;;;;;;0.90;;2700.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;5403.08292;;;;;;0.90;;2800.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;3813.94088;;;;;;0.60;;2600.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;7945.71018;;;;;;0.60;;2200.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;7627.88177;;;;;;0.60;;2300.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;6674.39655;;;;;;0.50;;2600.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;11441.82265;;;;;;1.10;;3200.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;11759.65106;;;;;;1.10;;3500.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;8581.36699;;;;;;0.80;;2600.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;5403.08292;;;;;;0.80;;2400.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;4767.42610;;;;;;0.70;;2600.0000000
MOA-2019-BLG-008L b;1;1;Microlensing;;;3813.94088;;;;;;0.60;;2600.0000000
MOA-2020-BLG-135L b;1;1;Microlensing;;;25.00000;;;;;;0.53;;8300.0000000
MOA-2020-BLG-135L b;1;1;Microlensing;;;11.30000;;;;;;0.23;;7900.0000000
MOA-2020-BLG-208L b;1;1;Microlensing;;;69.00000;;;;;;0.66;;7810.0000000
MOA-2020-BLG-208L b;1;1;Microlensing;;;46.00000;;;;;;0.43;;7490.0000000
MOA-2022-BLG-249L b;1;1;Microlensing;;;4.83000;;;;;;0.18;;2000.0000000
MOA-2022-BLG-249L b;1;1;Microlensing;;;4.83000;;;;;;0.18;;2000.0000000
MOA-2022-BLG-249L b;1;1;Microlensing;;;4.83000;;;;;;0.18;;2000.0000000
MOA-2022-BLG-249L b;1;1;Microlensing;;;4.83000;;;;;;0.18;;2000.0000000
MOA-2022-BLG-563L b;1;1;Microlensing;;;127.13136;;;;;;0.48;;6530.0000000
MOA-2022-BLG-563L b;1;1;Microlensing;;;127.13136;;;;;;0.48;;6530.0000000
MOA-bin-1L b;1;1;Microlensing;;;1200.00000;;;;;;0.75;;5100.0000000
MOA-bin-29 b;1;1;Microlensing;;;180.00000;;;;;;0.07;;6730.0000000
MOA-bin-29 b;1;1;Microlensing;;;150.00000;;;;;;0.02;;7230.0000000
MOA-bin-29 b;1;1;Microlensing;;;200.00000;;;;;;0.06;;6890.0000000
MOA-bin-29 b;1;1;Microlensing;;;190.00000;;;;;;0.03;;7120.0000000
MOA-bin-29 b;1;1;Microlensing;;;180.00000;;;;;;0.05;;7070.0000000
MOA-bin-29 b;1;1;Microlensing;;;200.00000;;;;;;0.10;;6570.0000000
MWC 758 c;1;1;Imaging;;;;;;500;;;1.50;;159.5370000
MXB 1658-298 b;2;1;Eclipse Timing Variations;760.00000000;;7532.57100;;;;;;;;
NGC 2682 Sand 1429 b;1;1;Radial Velocity;77.48000000;;;0.000000;;683;;6000.00;1.26;;852.7930000
NGC 2682 Sand 364 b;1;1;Radial Velocity;120.95100000;;;0.350000;;;;4284.00;1.35;;817.1920000
NGC 2682 Sand 364 b;1;1;Radial Velocity;121.71000000;;;0.350000;;;;4284.00;9.06;;817.1920000
NGC 2682 Sand 364 b;1;1;Radial Velocity;121.71000000;;;0.350000;;;;4284.00;1.35;;817.1920000
NGC 2682 Sand 978 b;1;1;Radial Velocity;511.21000000;;;0.160000;;;;4200.00;1.37;;821.9180000
NGC 2682 YBP 1194 b;1;1;Radial Velocity;6.95800000;;;0.240000;;;;5780.00;1.01;;872.9200000
NGC 2682 YBP 1194 b;1;1;Radial Velocity;6.95900000;;;0.300000;;;;5780.00;1.01;;872.9200000
NGC 2682 YBP 1194 b;1;1;Radial Velocity;6.96000000;;;0.310000;;;;5780.00;1.01;;872.9200000
NGC 2682 YBP 1514 b;1;1;Radial Velocity;5.11800000;;;0.270000;;;;5725.00;0.96;;914.2210000
NGC 2682 YBP 1514 b;1;1;Radial Velocity;5.11800000;;;0.390000;;;;5725.00;0.96;;914.2210000
NGC 2682 YBP 1514 b;1;1;Radial Velocity;5.11800000;;;0.280000;;;;5725.00;0.96;;914.2210000
NGC 2682 YBP 401 b;1;1;Radial Velocity;4.08700000;;;0.160000;;;;6165.00;1.14;;830.8220000
NGC 2682 YBP 401 b;1;1;Radial Velocity;4.08700000;;;0.150000;;;;6165.00;1.14;;830.8220000
NGTS-1 b;1;1;Transit;2.64729800;14.908;258.07796;0.016000;65.30;790;85.270;3916.00;0.62;;218.1210000
NGTS-1 b;1;1;Transit;2.64730512;10.613;;;70.12;738;;3916.00;;;218.1210000
NGTS-1 b;1;1;Transit;2.64730490;;;;;;;3916.00;0.62;;218.1210000
NGTS-1 b;1;1;Transit;2.64730680;;;;;;85.270;3916.00;0.62;;218.1210000
NGTS-10 b;1;1;Transit;0.76689440;13.507;687.14846;0.000000;;1332;;4600.00;0.70;;
NGTS-11 b;1;1;Transit;35.45598400;;;;;;;;;;190.4220000
NGTS-11 b;1;1;Transit;35.45533000;9.158;109.33352;0.130000;;435;89.160;5050.00;0.86;;190.4220000
NGTS-11 b;1;1;Transit;35.45579450;8.981;;;9.24;485;;5076.00;;;190.4220000
NGTS-12 b;1;1;Transit;7.53320000;;;;;;;;;;446.4420000
NGTS-12 b;1;1;Transit;7.53280600;11.747;66.10864;0.000000;416.00;1257;88.900;5690.00;1.02;;446.4420000
NGTS-12 b;1;1;Transit;7.53376570;10.611;;;422.16;1156;;5869.00;;;446.4420000
NGTS-13 b;1;1;Transit;4.11902700;12.801;1538.29720;0.086000;1096.00;1605;88.700;5819.00;1.30;0.517;647.5950000
NGTS-13 b;1;1;Transit;4.11970360;9.064;;;1047.58;1584;;5848.80;;;647.5950000
NGTS-14 A b;2;1;Transit;3.53571300;4.586;;;191.78;1036;;5222.00;;;322.1480000
NGTS-14 A b;2;1;Transit;3.53571730;4.977;29.24036;0.000000;;1143;86.700;5187.00;0.90;;322.1480000
NGTS-15 b;1;1;Transit;3.27623000;12.330;238.68913;0.000000;425.00;1146;;5600.00;0.99;;786.4850000
NGTS-16 b;1;1;Transit;4.84532000;14.572;211.99155;0.000000;480.00;1177;;5550.00;1.00;;898.1680000
NGTS-17 b;1;1;Transit;3.24253000;13.899;242.82090;0.000000;1160.00;1457;;5650.00;1.02;;1040.2800000
NGTS-18 b;1;1;Transit;3.05205702;13.645;;;1077.34;1461;;5726.00;;;1096.1900000
NGTS-18 b;1;1;Transit;3.05125000;13.563;129.99182;0.000000;845.00;1381;;5610.00;1.00;;1096.1900000
NGTS-2 b;1;1;Transit;4.51112280;;;;;;;;;;356.3910000
NGTS-2 b;1;1;Transit;4.51112300;;;;;;88.500;6478.00;1.64;;356.3910000
NGTS-2 b;1;1;Transit;4.51112340;18.548;;;1085.35;1599;;6540.60;;;356.3910000
NGTS-2 b;1;1;Transit;4.51116400;17.878;235.19420;0.000000;;1468;88.500;6478.00;1.64;;356.3910000
NGTS-20 b;1;1;Transit;54.32124230;11.635;;;6.76;449;;6207.00;;;382.8980000
NGTS-20 b;1;1;Transit;54.18915000;11.994;947.12865;0.432000;;688;88.400;5980.00;1.47;;382.8980000
NGTS-21 b;1;1;Transit;1.54338970;14.908;750.07504;0.000000;;1357;83.850;4660.00;0.72;;592.8910000
NGTS-23 b;1;1;Transit;4.07643260;14.202;194.82881;0.000000;;1327;89.120;6057.00;1.01;0.283;1074.9500000
NGTS-24 b;1;1;Transit;3.46787960;13.608;165.27077;0.000000;;1499;82.610;5820.00;1.26;0.446;683.0620000
NGTS-24 b;1;1;Transit;3.46714740;11.640;;;391.83;1239;;5886.00;;;683.0620000
NGTS-25 b;1;1;Transit;2.82309300;11.467;203.09235;0.000000;;1101;89.340;5321.00;0.91;-0.292;521.2330000
NGTS-26 b;1;1;Transit;4.51992790;14.886;92.80589;0.000000;523.00;1331;86.430;5550.00;0.96;0.101;1093.6900000
NGTS-27 b;1;1;Transit;3.37043130;13.694;;;1466.04;1723;;5765.00;;;942.1220000
NGTS-27 b;1;1;Transit;3.37041810;15.648;188.47225;0.000000;1680.00;1783;86.200;5700.00;1.07;0.514;942.1220000
NGTS-3 A b;2;1;Transit;1.67537280;16.589;756.43540;;;;89.560;5600.00;1.02;;743.9720000
NGTS-3 A b;2;1;Transit;1.67515676;13.237;;;1000.57;1434;;5457.00;;;743.9720000
NGTS-30 b;1;1;Transit;;9.930;;;172.86;1010;;5427.90;;;238.3770000
NGTS-30 b;1;1;Transit;98.29838000;10.402;305.11527;0.294000;;500;89.483;5455.00;0.94;;238.3770000
NGTS-4 b;1;1;Transit;1.33723492;3.027;;;886.98;1392;;5111.90;;;280.5550000
NGTS-4 b;1;1;Transit;1.33735080;3.180;20.60000;0.000000;;1650;82.500;5143.00;0.75;;280.5550000
NGTS-4 b;1;1;Transit;1.33735050;;;;;;;5143.00;0.75;;280.5550000
NGTS-5 b;1;1;Transit;3.35754770;12.652;;;101.25;883;;5013.00;;;306.7790000
NGTS-5 b;1;1;Transit;3.35698660;12.733;72.78307;0.000000;;952;86.600;4987.00;0.66;;306.7790000
NGTS-6 b;1;1;Transit;0.88205900;14.863;425.57437;0.000000;;1284;78.231;4730.00;0.77;-0.592;308.2620000
NGTS-6 b;1;1;Transit;0.88205850;;;;;;78.230;4730.00;0.77;-0.592;308.2620000
NGTS-6 b;1;1;Transit;0.88206243;8.389;;;983.42;1428;;4669.00;;;308.2620000
NGTS-8 b;1;1;Transit;2.49970000;12.218;295.58190;0.010000;503.00;1345;86.900;5241.00;0.89;;428.9760000
NGTS-9 b;1;1;Transit;4.43527000;11.994;921.70700;0.060000;729.00;1448;84.100;6330.00;1.34;;609.1280000
NGTS-9 b;1;1;Transit;4.43528840;11.211;;;196.66;1365;;6245.00;;;609.1280000
NGTS-9 b;1;1;Transit;4.43527200;;;;;;;;;;609.1280000
NN Ser c;2;2;Eclipse Timing Variations;5660.00000000;;2196.11000;;;;;57000.00;0.54;;515.8180000
NN Ser c;2;2;Eclipse Timing Variations;5573.55000000;;2329.60000;0.080000;;;;;;;515.8180000
NN Ser d;2;2;Eclipse Timing Variations;2830.00000000;;724.62200;;;;;57000.00;0.54;;515.8180000
NN Ser d;2;2;Eclipse Timing Variations;2883.50000000;;731.00000;0.190000;;;;;;;515.8180000
NSVS 14256825 b;2;1;Eclipse Timing Variations;3225.00000000;;;0.120000;;;;40000.00;0.42;;820.8770000
NY Vir b;2;2;Eclipse Timing Variations;2900.00000000;;730.97800;;;;;32780.00;0.46;1.375;544.0240000
NY Vir b;2;2;Eclipse Timing Variations;2985.70000000;;;0.440000;;;;32780.00;0.46;1.375;544.0240000
NY Vir b;2;2;Eclipse Timing Variations;3160.00000000;;;0.150000;;;;32780.00;0.46;1.375;544.0240000
NY Vir c;2;2;Eclipse Timing Variations;8799.00000000;;;0.150000;;;;32780.00;0.46;1.375;544.0240000
OGLE-2003-BLG-235L b;1;1;Microlensing;;;830.00000;;;;;;0.63;;5800.0000000
OGLE-2003-BLG-235L b;1;1;Microlensing;;;480.00000;;;;;;0.36;;5200.0000000
OGLE-2005-BLG-071L b;1;1;Microlensing;;;635.65681;;;;;;0.29;;3300.0000000
OGLE-2005-BLG-071L b;1;1;Microlensing;;;1100.00000;;;71;;;0.46;;3100.0000000
OGLE-2005-BLG-071L b;1;1;Microlensing;;;1100.00000;;;71;;;0.46;;3100.0000000
OGLE-2005-BLG-071L b;1;1;Microlensing;;;1200.00000;;;55;;;0.46;;3200.0000000
OGLE-2005-BLG-071L b;1;1;Microlensing;;;635.65681;;;;;;0.29;;3300.0000000
OGLE-2005-BLG-071L b;1;1;Microlensing;;;1200.00000;;;55;;;0.46;;3200.0000000
OGLE-2005-BLG-169L b;1;1;Microlensing;;;14.10000;;;;;;0.69;;4100.0000000
OGLE-2005-BLG-169L b;1;1;Microlensing;;;13.20000;;;;;;0.65;;4000.0000000
OGLE-2005-BLG-169L b;1;1;Microlensing;;;13.00000;;;;;;0.49;;2700.0000000
OGLE-2005-BLG-390L b;1;1;Microlensing;3285.00000000;;5.50000;;;50;;;0.22;;6600.0000000
OGLE-2006-BLG-109L b;1;2;Microlensing;;;230.00000;;;82;;;0.50;;1490.0000000
OGLE-2006-BLG-109L b;1;2;Microlensing;1788.50000000;;231.00000;;;;;;0.51;;1510.0000000
OGLE-2006-BLG-109L c;1;2;Microlensing;;;86.00000;;;59;;;0.50;;1490.0000000
OGLE-2006-BLG-109L c;1;2;Microlensing;4927.50000000;;86.00000;0.150000;;;64.000;;0.51;;1510.0000000
OGLE-2006-BLG-284L A b;2;1;Microlensing;;;144.00000;;;;;;0.35;;4000.0000000
OGLE-2007-BLG-349L AB c;2;1;Microlensing;2557.00000000;;80.00000;;;;;;0.41;;2760.0000000
OGLE-2007-BLG-368L b;1;1;Microlensing;;;20.00000;;;;;;0.64;;5900.0000000
OGLE-2008-BLG-092L b;2;1;Microlensing;;;57.00000;;;;;;0.71;;8100.0000000
OGLE-2008-BLG-355L b;1;1;Microlensing;;;1500.00000;;;;;;0.37;;6800.0000000
OGLE-2011-BLG-0173L b;1;1;Microlensing;;;57.00000;;;;;;0.42;;6000.0000000
OGLE-2011-BLG-0173L b;1;1;Microlensing;;;2100.00000;;;;;;0.43;;5900.0000000
