pl_name;Nombre_etoile;Nombre_planete;Méthode ;Orbite;Rayon;Masse terrienne;Eccentricité;Insolation;pl_eqt;Inclinaison;Température_etoile;Masse_etoile;Luminosité;Distance
OGLE-2011-BLG-0173L b;1;1;Microlensing;;;2200.00000;;;;;;0.43;;5900.0000000
OGLE-2011-BLG-0173L b;1;1;Microlensing;;;;;;;;;0.40;;6200.0000000
OGLE-2011-BLG-0173L b;1;1;Microlensing;;;60.00000;;;;;;0.41;;6100.0000000
OGLE-2011-BLG-0251L b;1;1;Microlensing;;;170.00000;;;;;;0.26;;2570.0000000
OGLE-2011-BLG-0251L b;1;1;Microlensing;;;140.00000;;;;;;0.26;;2710.0000000
OGLE-2011-BLG-0265L b;1;1;Microlensing;;;180.00000;;;;;;0.14;;3490.0000000
OGLE-2011-BLG-0265L b;1;1;Microlensing;;;280.00000;;;;;;0.21;;4380.0000000
OGLE-2012-BLG-0026L b;1;2;Microlensing;;;35.00000;;;;;;0.82;;4080.0000000
OGLE-2012-BLG-0026L b;1;2;Microlensing;;;46.10000;;;;;;1.06;;4019.0000000
OGLE-2012-BLG-0026L c;1;2;Microlensing;;;220.00000;;;;;;0.82;;4080.0000000
OGLE-2012-BLG-0026L c;1;2;Microlensing;;;270.00000;;;;;;1.06;;4019.0000000
OGLE-2012-BLG-0358L b;1;1;Microlensing;;;588.00000;;;;;;0.02;;1760.0000000
OGLE-2012-BLG-0358L b;1;1;Microlensing;;;578.00000;;;;;;0.02;;1730.0000000
OGLE-2012-BLG-0358L b;1;1;Microlensing;;;601.00000;;;;;;0.02;;1790.0000000
OGLE-2012-BLG-0406L b;1;1;Microlensing;;;868.00000;;;;;;0.44;;4970.0000000
OGLE-2012-BLG-0406L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2012-BLG-0406L b;1;1;Microlensing;;;1200.00000;;;;;;0.59;;5100.0000000
OGLE-2012-BLG-0406L b;1;1;Microlensing;;;830.00000;;;;;;0.48;;3600.0000000
OGLE-2012-BLG-0563L b;1;1;Microlensing;;;120.00000;;;;;;0.34;;1300.0000000
OGLE-2012-BLG-0563L b;1;1;Microlensing;;;123.00000;;;;;;0.34;;1300.0000000
OGLE-2012-BLG-0724L b;1;1;Microlensing;;;150.00000;;;;;;0.29;;6700.0000000
OGLE-2012-BLG-0724L b;1;1;Microlensing;;;150.00000;;;;;;0.29;;6700.0000000
OGLE-2012-BLG-0838L b;1;1;Microlensing;;;53.10000;;;;;;0.40;;6320.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;34.00000;;;;;;0.54;;2400.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;20.00000;;;;;;0.31;;3400.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;21.00000;;;;;;0.33;;3600.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;30.00000;;;;;;0.47;;2600.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;41.00000;;;;;;0.63;;3200.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;35.00000;;;;;;0.57;;2600.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;34.00000;;;;;;0.55;;3400.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;39.00000;;;;;;0.63;;3200.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;36.00000;;;;;;0.55;;3400.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;31.00000;;;;;;0.50;;2900.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;25.00000;;;;;;0.38;;4200.0000000
OGLE-2012-BLG-0950L b;1;1;Microlensing;;;24.00000;;;;;;0.38;;4200.0000000
OGLE-2013-BLG-0102L b;1;1;Microlensing;;;4400.00000;;;;;;0.09;;3150.0000000
OGLE-2013-BLG-0102L b;1;1;Microlensing;;;4100.00000;;;;;;0.10;;3040.0000000
OGLE-2013-BLG-0132L b;1;1;Microlensing;;;92.00000;;;;;;0.54;;3900.0000000
OGLE-2013-BLG-0341L B b;2;1;Microlensing;;;1.66000;;;;;;0.11;;911.0000000
OGLE-2013-BLG-0341L B b;2;1;Microlensing;;;;;;;;;;;
OGLE-2013-BLG-0341L B b;2;1;Microlensing;;;;;;;;;;;
OGLE-2013-BLG-0341L B b;2;1;Microlensing;;;2.32000;;;;;;0.15;;1161.0000000
OGLE-2013-BLG-0911L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2013-BLG-0911L b;1;1;Microlensing;;;3020.00000;;;;;;0.29;;3220.0000000
OGLE-2013-BLG-0911L b;1;1;Microlensing;;;3150.00000;;;;;;0.28;;3150.0000000
OGLE-2013-BLG-0911L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2013-BLG-0911L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2013-BLG-0911L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2013-BLG-1721L b;1;1;Microlensing;;;200.00000;;;;;;0.46;;6300.0000000
OGLE-2013-BLG-1761L b;1;1;Microlensing;;;860.00000;;;;;;0.33;;6900.0000000
OGLE-2013-BLG-1761L b;1;1;Microlensing;;;860.00000;;;;;;0.33;;6900.0000000
OGLE-2014-BLG-0124L b;1;1;Microlensing;;;206.58846;;;;;;0.90;;3500.0000000
OGLE-2014-BLG-0124L b;1;1;Microlensing;;;160.00000;;;;;;0.71;;4100.0000000
OGLE-2014-BLG-0124L b;1;1;Microlensing;;;150.00000;;;;;;0.65;;4230.0000000
OGLE-2014-BLG-0124L b;1;1;Microlensing;;;206.58846;;;;;;0.90;;3500.0000000
OGLE-2014-BLG-0221L b;1;1;Microlensing;;;1382.55357;;;;;;0.69;;3680.0000000
OGLE-2014-BLG-0221L b;1;1;Microlensing;;;22934.49785;;;;;;9.90;;6750.0000000
OGLE-2014-BLG-0221L b;1;1;Microlensing;;;15452.81715;;;;;;9.81;;2940.0000000
OGLE-2014-BLG-0319L b;1;1;Microlensing;;;181.16219;;;;;;0.52;;7730.0000000
OGLE-2014-BLG-0676L b;1;1;Microlensing;;;1185.49996;;;;;;0.73;;2670.0000000
OGLE-2014-BLG-0676L b;1;1;Microlensing;;;982.00000;;;;;;0.62;;2220.0000000
OGLE-2014-BLG-0676L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2014-BLG-0676L b;1;1;Microlensing;;;1169.60854;;;;;;0.73;;2670.0000000
OGLE-2014-BLG-1722L b;1;2;Microlensing;;;55.00000;;;;;;0.39;;6380.0000000
OGLE-2014-BLG-1722L b;1;2;Microlensing;;;;;;;;;;;
OGLE-2014-BLG-1722L b;1;2;Microlensing;;;55.30000;;;;;;0.40;;6400.0000000
OGLE-2014-BLG-1722L c;1;2;Microlensing;;;83.70000;;;;;;0.40;;6400.0000000
OGLE-2014-BLG-1722L c;1;2;Microlensing;;;83.30000;;;;;;0.39;;6380.0000000
OGLE-2014-BLG-1760L b;1;1;Microlensing;;;180.00000;;;;;;0.51;;6860.0000000
OGLE-2015-BLG-0051L b;1;1;Microlensing;;;230.00000;;;;;;0.10;;8200.0000000
OGLE-2015-BLG-0954L b;1;1;Microlensing;;;1100.00000;;;;;;0.30;;1200.0000000
OGLE-2015-BLG-0954L b;1;1;Microlensing;;;1200.00000;;;;;;0.33;;600.0000000
OGLE-2015-BLG-0954L b;1;1;Microlensing;;;1100.00000;;;;;;0.30;;1200.0000000
OGLE-2015-BLG-0954L b;1;1;Microlensing;;;1200.00000;;;;;;0.33;;600.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;2500.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;2500.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;2500.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;3300.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;3300.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;3300.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;3300.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;2500.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;2500.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;2500.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;3300.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;3300.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;2500.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;2500.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;3300.0000000
OGLE-2015-BLG-0966L b;1;1;Microlensing;;;21.00000;;;;;;0.38;;3300.0000000
OGLE-2015-BLG-1649L b;1;1;Microlensing;;;807.00000;;;;;;0.34;;4230.0000000
OGLE-2015-BLG-1670L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2015-BLG-1670L b;1;1;Microlensing;;;17.90000;;;;;;0.55;;6700.0000000
OGLE-2015-BLG-1670L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2015-BLG-1771L b;1;1;Microlensing;;;740.90000;;;;;;0.05;;6850.0000000
OGLE-2015-BLG-1771L b;1;1;Microlensing;;;138.00000;;;;;;0.08;;7070.0000000
OGLE-2015-BLG-1771L b;1;1;Microlensing;;;837.20000;;;;;;0.06;;6960.0000000
OGLE-2015-BLG-1771L b;1;1;Microlensing;;;127.00000;;;;;;0.09;;6860.0000000
OGLE-2015-BLG-1771L b;1;1;Microlensing;;;126.00000;;;;;;0.09;;6830.0000000
OGLE-2015-BLG-1771L b;1;1;Microlensing;;;136.00000;;;;;;0.08;;7040.0000000
OGLE-2016-BLG-0263L b;1;1;Microlensing;;;1300.00000;;;;;;0.13;;6500.0000000
OGLE-2016-BLG-0263L b;1;1;Microlensing;;;1300.00000;;;;;;0.13;;6500.0000000
OGLE-2016-BLG-0613L AB b;2;1;Microlensing;;;957.00000;;;;;;0.65;;3560.0000000
OGLE-2016-BLG-0613L AB b;2;1;Microlensing;;;874.00000;;;;;;0.81;;3210.0000000
OGLE-2016-BLG-0613L AB b;2;1;Microlensing;;;1400.00000;;;;;;0.66;;3840.0000000
OGLE-2016-BLG-0613L AB b;2;1;Microlensing;;;871.00000;;;;;;0.80;;3190.0000000
OGLE-2016-BLG-0613L AB b;2;1;Microlensing;;;372.00000;;;;;;0.63;;2930.0000000
OGLE-2016-BLG-0613L AB b;2;1;Microlensing;;;1330.00000;;;;;;0.72;;3410.0000000
OGLE-2016-BLG-1067L b;1;1;Microlensing;;;140.00000;;;;;;0.28;;3680.0000000
OGLE-2016-BLG-1067L b;1;1;Microlensing;;;140.00000;;;;;;0.30;;3730.0000000
OGLE-2016-BLG-1067L b;1;1;Microlensing;;;140.00000;;;;;;0.31;;3780.0000000
OGLE-2016-BLG-1093L b;1;1;Microlensing;;;225.65817;;;;;;0.46;;8120.0000000
OGLE-2016-BLG-1093L b;1;1;Microlensing;;;235.19302;;;;;;0.48;;8060.0000000
OGLE-2016-BLG-1093L b;1;1;Microlensing;;;232.01474;;;;;;0.45;;7930.0000000
OGLE-2016-BLG-1093L b;1;1;Microlensing;;;200.23190;;;;;;0.41;;7790.0000000
OGLE-2016-BLG-1190L b;1;1;Microlensing;1110.00000000;;4253.00000;0.420000;;;-39.930;;0.89;;6740.0000000
OGLE-2016-BLG-1190L b;1;1;Microlensing;1220.00000000;;4253.00000;0.420000;;;41.200;;0.88;;6770.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;5.10000;;;;;;0.37;;7200.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;1.43000;;;;;;0.08;;3910.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;1.43000;;;;;;0.08;;3910.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;1.43000;;;;;;0.08;;3910.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;1.43000;;;;;;0.08;;3910.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;5.10000;;;;;;0.37;;7200.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;1.43000;;;;;;0.08;;3910.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;1.43000;;;;;;0.08;;3910.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;1.43000;;;;;;0.08;;3910.0000000
OGLE-2016-BLG-1195L b;1;1;Microlensing;;;1.43000;;;;;;0.08;;3910.0000000
OGLE-2016-BLG-1227L b;1;1;Microlensing;;;1580.00000;;;;;;0.68;;
OGLE-2016-BLG-1227L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2016-BLG-1227L b;1;1;Microlensing;;;250.00000;;;;;;0.10;;
OGLE-2016-BLG-1598L b;1;1;Microlensing;;;222.47988;;;;;;0.55;;5910.0000000
OGLE-2016-BLG-1598L b;1;1;Microlensing;;;117.59651;;;;;;0.55;;5910.0000000
OGLE-2016-BLG-1598L b;1;1;Microlensing;;;120.77479;;;;;;0.55;;5910.0000000
OGLE-2016-BLG-1800L b;1;1;Microlensing;;;791.39273;;;;;;0.41;;6470.0000000
OGLE-2016-BLG-1800L b;1;1;Microlensing;;;823.17557;;;;;;0.41;;6480.0000000
OGLE-2016-BLG-1800L b;1;1;Microlensing;;;880.38469;;;;;;0.40;;6490.0000000
OGLE-2017-BLG-0173L b;1;1;Microlensing;;;8.95000;;;;;;0.40;;4800.0000000
OGLE-2017-BLG-0173L b;1;1;Microlensing;;;7.58100;;;;;;0.36;;5015.0000000
OGLE-2017-BLG-0173L b;1;1;Microlensing;;;3.26900;;;;;;0.40;;4705.0000000
OGLE-2017-BLG-0373L b;1;1;Microlensing;;;60.10000;;;;;;0.28;;5810.0000000
OGLE-2017-BLG-0373L b;1;1;Microlensing;;;127.00000;;;;;;0.25;;5915.0000000
OGLE-2017-BLG-0406L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2017-BLG-0406L b;1;1;Microlensing;;;130.00000;;;;;;0.56;;5200.0000000
OGLE-2017-BLG-0448L b;1;1;Microlensing;;;504.00000;;;;;;0.65;;6910.0000000
OGLE-2017-BLG-0448L b;1;1;Microlensing;;;5.20000;;;;;;0.32;;7690.0000000
OGLE-2017-BLG-0448L b;1;1;Microlensing;;;6.98000;;;;;;0.43;;7660.0000000
OGLE-2017-BLG-0448L b;1;1;Microlensing;;;15.60000;;;;;;0.50;;7530.0000000
OGLE-2017-BLG-0448L b;1;1;Microlensing;;;8.35000;;;;;;0.45;;7620.0000000
OGLE-2017-BLG-0448L b;1;1;Microlensing;;;190.00000;;;;;;0.52;;2250.0000000
OGLE-2017-BLG-0448L b;1;1;Microlensing;;;299.00000;;;;;;0.67;;5060.0000000
OGLE-2017-BLG-0448L b;1;1;Microlensing;;;7.28000;;;;;;0.32;;7790.0000000
OGLE-2017-BLG-0482L b;1;1;Microlensing;;;9.00000;;;;;;0.20;;5800.0000000
OGLE-2017-BLG-0482L b;1;1;Microlensing;;;9.00000;;;;;;0.20;;5800.0000000
OGLE-2017-BLG-0604L b;1;1;Microlensing;;;160.00000;;;;;;0.70;;3950.0000000
OGLE-2017-BLG-0640L b;1;1;Microlensing;;;514.88202;;;;;;0.32;;6630.0000000
OGLE-2017-BLG-1049L b;1;1;Microlensing;;;1760.00000;;;;;;0.55;;5670.0000000
OGLE-2017-BLG-1099L b;1;1;Microlensing;;;959.84179;;;;;;0.45;;7250.0000000
OGLE-2017-BLG-1140L b;1;1;Microlensing;;;505.00000;;;;;;0.21;;
OGLE-2017-BLG-1140L b;1;1;Microlensing;;;515.00000;;;;;;0.21;;
OGLE-2017-BLG-1237L b;1;1;Microlensing;;;1207.74795;;;;;;0.46;;6030.0000000
OGLE-2017-BLG-1275L b;1;1;Microlensing;;;1980.07098;;;;;;0.65;;7650.0000000
OGLE-2017-BLG-1275L b;1;1;Microlensing;;;1802.08707;;;;;;0.65;;7690.0000000
OGLE-2017-BLG-1275L b;1;1;Microlensing;;;1684.49056;;;;;;0.60;;7740.0000000
OGLE-2017-BLG-1275L b;1;1;Microlensing;;;1875.18760;;;;;;0.63;;7690.0000000
OGLE-2017-BLG-1275L b;1;1;Microlensing;;;1827.51334;;;;;;0.60;;7720.0000000
OGLE-2017-BLG-1375L b;1;1;Microlensing;;;3585.00000;;;;;;0.81;;3930.0000000
OGLE-2017-BLG-1375L b;1;1;Microlensing;;;3283.00000;;;;;;0.77;;3790.0000000
OGLE-2017-BLG-1375L b;1;1;Microlensing;;;4218.00000;;;;;;0.85;;4080.0000000
OGLE-2017-BLG-1375L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2017-BLG-1375L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2017-BLG-1375L b;1;1;Microlensing;;;4183.00000;;;;;;0.85;;4070.0000000
OGLE-2017-BLG-1434L b;1;1;Microlensing;;;4.43000;;;;;;0.23;;860.0000000
OGLE-2017-BLG-1434L b;1;1;Microlensing;;;4.50000;;;;;;0.23;;860.0000000
OGLE-2017-BLG-1434L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2017-BLG-1434L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2017-BLG-1434L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2017-BLG-1522L b;1;1;Microlensing;;;240.00000;;;;;;0.04;;7490.0000000
OGLE-2017-BLG-1691L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2017-BLG-1691L b;1;1;Microlensing;;;14.62011;;;;;;0.45;;7290.0000000
OGLE-2017-BLG-1691L b;1;1;Microlensing;;;14.62011;;;;;;0.45;;7290.0000000
OGLE-2017-BLG-1806L b;1;1;Microlensing;;;5.87000;;;;;;0.44;;6600.0000000
OGLE-2017-BLG-1806L b;1;1;Microlensing;;;4.87000;;;;;;0.41;;2870.0000000
OGLE-2017-BLG-1806L b;1;1;Microlensing;;;5.27000;;;;;;0.38;;6400.0000000
OGLE-2017-BLG-1806L b;1;1;Microlensing;;;2.40000;;;;;;0.44;;5950.0000000
OGLE-2017-BLG-1806L b;1;1;Microlensing;;;5.47000;;;;;;0.34;;3010.0000000
OGLE-2017-BLG-1806L b;1;1;Microlensing;;;4.83000;;;;;;0.33;;6170.0000000
OGLE-2017-BLG-1806L b;1;1;Microlensing;;;2.68000;;;;;;0.48;;6530.0000000
OGLE-2018-BLG-0298L b;1;1;Microlensing;;;28.92239;;;;;;0.63;;6790.0000000
OGLE-2018-BLG-0298L b;1;1;Microlensing;;;47.67426;;;;;;0.70;;6490.0000000
OGLE-2018-BLG-0298L b;1;1;Microlensing;;;44.49598;;;;;;0.69;;6540.0000000
OGLE-2018-BLG-0383L b;1;1;Microlensing;;;6.40000;;;;;;0.10;;7700.0000000
OGLE-2018-BLG-0506L b;1;1;Microlensing;;;16.30000;;;;;;0.63;;5600.0000000
OGLE-2018-BLG-0506L b;1;1;Microlensing;;;16.30000;;;;;;0.63;;5600.0000000
OGLE-2018-BLG-0506L b;1;1;Microlensing;;;16.30000;;;;;;0.63;;5600.0000000
OGLE-2018-BLG-0506L b;1;1;Microlensing;;;16.30000;;;;;;0.63;;5600.0000000
OGLE-2018-BLG-0506L b;1;1;Microlensing;;;16.30000;;;;;;0.63;;5600.0000000
OGLE-2018-BLG-0506L b;1;1;Microlensing;;;16.30000;;;;;;0.63;;5600.0000000
OGLE-2018-BLG-0516L b;1;1;Microlensing;;;20.10000;;;;;;0.47;;7000.0000000
OGLE-2018-BLG-0516L b;1;1;Microlensing;;;20.10000;;;;;;0.47;;7000.0000000
OGLE-2018-BLG-0516L b;1;1;Microlensing;;;20.10000;;;;;;0.47;;7000.0000000
OGLE-2018-BLG-0516L b;1;1;Microlensing;;;20.10000;;;;;;0.47;;7000.0000000
OGLE-2018-BLG-0516L b;1;1;Microlensing;;;20.10000;;;;;;0.47;;7000.0000000
OGLE-2018-BLG-0516L b;1;1;Microlensing;;;20.10000;;;;;;0.47;;7000.0000000
OGLE-2018-BLG-0532L b;1;1;Microlensing;;;6.22800;;;;;;0.20;;773.0000000
OGLE-2018-BLG-0532L b;1;1;Microlensing;;;6.55400;;;;;;0.20;;804.0000000
OGLE-2018-BLG-0567L b;1;1;Microlensing;;;101.70509;;;;;;0.25;;7060.0000000
OGLE-2018-BLG-0596L b;1;1;Microlensing;;;1.30000;;;;;;0.20;;6110.0000000
OGLE-2018-BLG-0596L b;1;1;Microlensing;;;13.93000;;;;;;0.23;;5650.0000000
OGLE-2018-BLG-0596L b;1;1;Microlensing;;;14.69000;;;;;;0.23;;5650.0000000
OGLE-2018-BLG-0596L b;1;1;Microlensing;;;1.19000;;;;;;0.15;;5950.0000000
OGLE-2018-BLG-0677L b;1;1;Microlensing;;;3.96000;;;;;;0.12;;7580.0000000
OGLE-2018-BLG-0677L b;1;1;Microlensing;;;3.96000;;;;;;0.12;;7580.0000000
OGLE-2018-BLG-0740L b;1;1;Microlensing;5480.00000000;;1500.00000;0.000000;;;;5912.00;1.00;;3200.0000000
OGLE-2018-BLG-0740L b;1;1;Microlensing;;;1200.00000;;;;;5912.00;0.83;;4200.0000000
OGLE-2018-BLG-0740L b;1;1;Microlensing;;;350.00000;;;;;5912.00;0.47;;7200.0000000
OGLE-2018-BLG-0740L b;1;1;Microlensing;;;1200.00000;;;;;5912.00;0.83;;4200.0000000
OGLE-2018-BLG-0740L b;1;1;Microlensing;;;350.00000;;;;;5912.00;0.47;;7200.0000000
OGLE-2018-BLG-0740L b;1;1;Microlensing;3140.00000000;;1400.00000;0.000000;;;;5912.00;1.00;;3200.0000000
OGLE-2018-BLG-0799L b;1;1;Microlensing;;;120.77479;;;;;;0.13;;6280.0000000
OGLE-2018-BLG-0799L b;1;1;Microlensing;;;117.59651;;;;;;0.13;;5290.0000000
OGLE-2018-BLG-0799L b;1;1;Microlensing;;;120.77479;;;;;;0.14;;6580.0000000
OGLE-2018-BLG-0799L b;1;1;Microlensing;;;82.63539;;;;;;0.09;;4050.0000000
OGLE-2018-BLG-0799L b;1;1;Microlensing;;;85.81367;;;;;;0.10;;3930.0000000
OGLE-2018-BLG-0799L b;1;1;Microlensing;;;524.41687;;;;;;0.60;;7100.0000000
OGLE-2018-BLG-0799L b;1;1;Microlensing;;;514.88202;;;;;;0.59;;7060.0000000
OGLE-2018-BLG-0799L b;1;1;Microlensing;;;533.95172;;;;;;0.62;;7140.0000000
OGLE-2018-BLG-0799L b;1;1;Microlensing;;;66.74397;;;;;;0.07;;6190.0000000
OGLE-2018-BLG-0932L b;1;1;Microlensing;;;282.86728;;;;;;0.72;;6620.0000000
OGLE-2018-BLG-0962L b;1;1;Microlensing;;;425.89007;;;;;;0.54;;6500.0000000
OGLE-2018-BLG-0977L b;1;1;Microlensing;;;6.40000;;;;;;0.47;;6500.0000000
OGLE-2018-BLG-1011L b;1;2;Microlensing;;;570.00000;;;;;;0.18;;7100.0000000
OGLE-2018-BLG-1011L b;1;2;Microlensing;;;570.00000;;;;;;0.18;;7100.0000000
OGLE-2018-BLG-1011L b;1;2;Microlensing;;;570.00000;;;;;;0.18;;7100.0000000
OGLE-2018-BLG-1011L b;1;2;Microlensing;;;570.00000;;;;;;0.18;;7100.0000000
OGLE-2018-BLG-1011L c;1;2;Microlensing;;;890.00000;;;;;;0.18;;7100.0000000
OGLE-2018-BLG-1011L c;1;2;Microlensing;;;890.00000;;;;;;0.18;;7100.0000000
OGLE-2018-BLG-1011L c;1;2;Microlensing;;;890.00000;;;;;;0.18;;7100.0000000
OGLE-2018-BLG-1011L c;1;2;Microlensing;;;890.00000;;;;;;0.18;;7100.0000000
OGLE-2018-BLG-1119L b;1;1;Microlensing;;;273.33243;;;;;;0.48;;5700.0000000
OGLE-2018-BLG-1119L b;1;1;Microlensing;;;289.22385;;;;;;0.48;;5760.0000000
OGLE-2018-BLG-1119L b;1;1;Microlensing;;;289.22385;;;;;;0.48;;5760.0000000
OGLE-2018-BLG-1126L b;1;1;Microlensing;;;13.66662;;;;;;0.69;;5690.0000000
OGLE-2018-BLG-1126L b;1;1;Microlensing;;;19.06970;;;;;;0.69;;5700.0000000
OGLE-2018-BLG-1126L b;1;1;Microlensing;;;17.79839;;;;;;0.69;;5700.0000000
OGLE-2018-BLG-1185L b;1;1;Microlensing;;;2.10000;;;;;;0.09;;5450.0000000
OGLE-2018-BLG-1185L b;1;1;Microlensing;;;8.40000;;;;;;0.37;;7400.0000000
OGLE-2018-BLG-1212L b;1;1;Microlensing;;;63.56568;;;;;;0.16;;1550.0000000
OGLE-2018-BLG-1212L b;1;1;Microlensing;;;60.38740;;;;;;0.14;;1930.0000000
OGLE-2018-BLG-1212L b;1;1;Microlensing;;;63.56568;;;;;;0.16;;1550.0000000
OGLE-2018-BLG-1212L b;1;1;Microlensing;;;63.56568;;;;;;0.16;;1550.0000000
OGLE-2018-BLG-1212L b;1;1;Microlensing;;;60.38740;;;;;;0.14;;1960.0000000
OGLE-2018-BLG-1269L b;1;1;Microlensing;;;;;;;;;;;
OGLE-2018-BLG-1269L b;1;1;Microlensing;;;210.00000;;;;;;1.11;;2510.0000000
OGLE-2018-BLG-1269L b;1;1;Microlensing;;;220.00000;;;;;;1.13;;2560.0000000
OGLE-2018-BLG-1269L b;1;1;Microlensing;;;240.00000;;;;;;1.18;;2640.0000000
OGLE-2018-BLG-1367L b;1;1;Microlensing;;;314.65012;;;;;;0.28;;5370.0000000
OGLE-2018-BLG-1367L b;1;1;Microlensing;;;301.93699;;;;;;0.28;;5370.0000000
OGLE-2018-BLG-1367L b;1;1;Microlensing;;;301.93699;;;;;;0.28;;5370.0000000
OGLE-2018-BLG-1428L b;1;1;Microlensing;;;240.00000;;;;;;0.43;;6220.0000000
OGLE-2018-BLG-1647L b;1;1;Microlensing;;;308.29355;;;;;;0.09;;7880.0000000
OGLE-2018-BLG-1700L b;2;1;Microlensing;;;1400.00000;;;;;;0.42;;7600.0000000
OGLE-2018-BLG-1700L b;2;1;Microlensing;;;1400.00000;;;;;;0.42;;7600.0000000
OGLE-2019-BLG-0249L b;1;1;Microlensing;;;2262.93826;;;;;;0.91;;6370.0000000
OGLE-2019-BLG-0249L b;1;1;Microlensing;;;2265.79871;;;;;;0.91;;6333.0000000
OGLE-2019-BLG-0249L b;1;1;Microlensing;;;2264.20957;;;;;;0.91;;6357.0000000
OGLE-2019-BLG-0249L b;1;1;Microlensing;;;2253.40341;;;;;;0.86;;6633.0000000
OGLE-2019-BLG-0249L b;1;1;Microlensing;;;2210.17874;;;;;;0.85;;6687.0000000
OGLE-2019-BLG-0299L b;1;1;Microlensing;;;1976.89269;;;;;;0.59;;5830.0000000
OGLE-2019-BLG-0304L b;2;1;Microlensing;;;162.09249;;;;;;0.27;;6980.0000000
OGLE-2019-BLG-0362L b;1;1;Microlensing;;;1061.54688;;;;;;0.45;;5720.0000000
OGLE-2019-BLG-0362L b;1;1;Microlensing;;;1036.12061;;;;;;0.42;;5830.0000000
OGLE-2019-BLG-0468L b;1;2;Microlensing;;;1090.15144;;;;;;0.92;;4400.0000000
OGLE-2019-BLG-0468L b;1;2;Microlensing;;;1020.22919;;;;;;0.92;;4400.0000000
OGLE-2019-BLG-0468L c;1;2;Microlensing;;;3248.20632;;;;;;0.92;;4400.0000000
OGLE-2019-BLG-0468L c;1;2;Microlensing;;;3222.78005;;;;;;0.92;;4400.0000000
